1985 Ferrari                                 Testarossa                                      11
2006 Jeep                                    Commander 2WD                                   15
2006 Jeep                                    Grand Cherokee 2WD                              17
2006 Jeep                                    Grand Cherokee 2WD                              15
2006 Jeep                                    Grand Cherokee 2WD                              15
2006 Jeep                                    Liberty/Cherokee 2WD                            17
2006 Jeep                                    Liberty/Cherokee 2WD                            17
2006 Kia                                     Sorento 2WD                                     16
2006 Kia                                     Sorento 2WD                                     16
2006 Kia                                     Sportage 2WD                                    20
2006 Lexus                                   RX 330 2WD                                      20
2006 Lexus                                   RX 330 2WD                                      19
2006 Lincoln                                 Navigator 2WD                                   13
2006 Mazda                                   Tribute 2WD                                     20
2006 Mercury                                 Mariner FWD                                     20
2006 Mercury                                 Mountaineer 2WD                                 16
2006 Mercury                                 Mountaineer 2WD                                 15
2006 Mitsubishi                              Endeavor 2WD                                    18
2006 Nissan                                  Armada 2WD                                      14
2006 Nissan                                  Murano FWD                                      20
2006 Nissan                                  Pathfinder 2WD                                  17
2006 Nissan                                  Xterra 2WD                                      16
2006 Nissan                                  Xterra 2WD                                      17
2006 Saturn                                  Vue FWD                                         20
2006 Suzuki                                  Grand Vitara                                    19
2006 Suzuki                                  Grand Vitara                                    18
2006 Suzuki                                  Grand Vitara XL7                                18
2006 Suzuki                                  Grand Vitara XL7                                17
2006 Toyota                                  4Runner 2WD                                     18
2006 Toyota                                  4Runner 2WD                                     16
2006 Toyota                                  Highlander 2WD                                  19
2006 Toyota                                  Sequoia 2WD                                     15
2006 Volvo                                   XC90 FWD                                        18
2006 Acura                                   MDX 4WD                                         17
2006 BMW                                     X3                                              18
2006 BMW                                     X3                                              17
2006 BMW                                     X5                                              16
2006 BMW                                     X5                                              16
2006 BMW                                     X5                                              16
2006 BMW                                     X5 4.8is                                        16
2006 Buick                                   Rainier AWD                                     16
2006 Buick                                   Rainier AWD                                     16
2006 Buick                                   Rendezvous AWD                                  18
2006 Buick                                   Rendezvous AWD                                  19
2006 Cadillac                                Escalade AWD                                    13
2006 Cadillac                                Escalade ESV AWD                                13
2006 Cadillac                                Escalade Ext AWD                                13
2006 Cadillac                                SRX AWD                                         16
2006 Cadillac                                SRX AWD                                         15
2006 Chevrolet                               Equinox AWD                                     18
2006 Chevrolet                               Suburban 1500 4WD                               15
2006 Chevrolet                               Suburban 1500 AWD                               13
2006 Chevrolet                               Tahoe 1500 4WD                                  15
2006 Chevrolet                               TrailBlazer 4WD                                 16
2006 Chevrolet                               TrailBlazer 4WD                                 16
2006 Chevrolet                               TrailBlazer AWD                                 14
2006 Chevrolet                               TrailBlazer Ext 4WD                             16
2006 Chevrolet                               TrailBlazer Ext 4WD                             15
2006 Chrysler                                Pacifica AWD                                    17
2006 Dodge                                   Durango 4WD                                     14
2006 Dodge                                   Durango 4WD                                     15
2006 Dodge                                   Magnum AWD                                      18
2006 Dodge                                   Magnum AWD                                      18
2006 Ford                                    Escape 4WD                                      20
2006 Ford                                    Escape 4WD                                      19
2006 Ford                                    Expedition 4WD                                  14
2006 Ford                                    Explorer 4WD                                    15
2006 Ford                                    Explorer 4WD                                    15
2006 Ford                                    Freestyle AWD                                   19
2006 GMC                                     Envoy 4WD                                       16
2006 GMC                                     Envoy 4WD                                       16
2006 GMC                                     Envoy XL 4WD                                    15
2006 GMC                                     Envoy XL 4WD                                    15
2006 GMC                                     Envoy XUV 4WD                                   15
2006 GMC                                     Yukon 1500 4WD                                  15
2006 GMC                                     Yukon 1500 AWD                                  13
2006 GMC                                     Yukon XL 1500 AWD                               13
2006 Honda                                   Element 4WD                                     20
2006 Honda                                   Element 4WD                                     20
2006 Honda                                   Pilot 4WD                                       17
2006 Hummer                                  H3 4WD                                          16
2006 Hummer                                  H3 4WD                                          16
2006 Hyundai                                 Santa Fe 4WD                                    18
2006 Hyundai                                 Santa Fe 4WD                                    17
2006 Hyundai                                 Tucson 4WD                                      19
2006 Infiniti                                QX56 4WD                                        14
2006 Isuzu                                   Ascender 5-passenger 4WD                        16
2006 Isuzu                                   Ascender 7-passenger 4WD                        16
2006 Isuzu                                   Ascender 7-passenger 4WD                        15
2006 Jeep                                    Commander 4WD                                   16
2006 Jeep                                    Commander 4WD                                   15
2006 Jeep                                    Commander 4WD                                   14
2006 Jeep                                    Grand Cherokee 4WD                              17
2006 Jeep                                    Grand Cherokee 4WD                              15
2006 Jeep                                    Grand Cherokee 4WD                              15
2006 Jeep                                    Liberty/Cherokee 4WD                            17
2006 Jeep                                    Liberty/Cherokee 4WD                            17
2006 Jeep                                    Wrangler/TJ 4WD                                 17
2006 Jeep                                    Wrangler/TJ 4WD                                 14
2006 Jeep                                    Wrangler/TJ 4WD                                 15
2006 Kia                                     Sorento 4WD                                     15
2006 Kia                                     Sorento 4WD                                     16
2006 Kia                                     Sportage 4WD                                    19
2006 Land Rover                              LR3                                             14
2006 Land Rover                              LR3                                             14
2006 Land Rover                              Range Rover                                     14
2006 Land Rover                              Range Rover                                     14
2006 Land Rover                              Range Rover Sport                               14
2006 Land Rover                              Range Rover Sport                               14
2006 Lexus                                   GX 470                                          15
2006 Lexus                                   LX 470                                          13
2006 Lexus                                   RX 330 4WD                                      19
2006 Lexus                                   RX 330 4WD                                      18
1986 Mazda                                   GLC Wagon                                       20
2006 Mazda                                   Tribute 4WD                                     20
2006 Mazda                                   Tribute 4WD                                     19
2006 Mercedes-Benz                           ML350                                           16
2006 Mercedes-Benz                           ML500                                           14
2006 Mercedes-Benz                           R350                                            16
2006 Mercedes-Benz                           R500                                            14
2006 Mercury                                 Mariner 4WD                                     20
2006 Mercury                                 Mariner 4WD                                     19
2006 Mercury                                 Mountaineer 4WD                                 15
2006 Mercury                                 Mountaineer 4WD                                 15
2006 Mitsubishi                              Endeavor 4WD                                    17
2006 Mitsubishi                              Montero                                         15
2006 Mitsubishi                              Outlander 4WD                                   20
2006 Nissan                                  Armada 4WD                                      14
2006 Nissan                                  Murano AWD                                      19
2006 Nissan                                  Pathfinder 4WD                                  16
2006 Nissan                                  Xterra 4WD                                      16
2006 Nissan                                  Xterra 4WD                                      17
2006 Porsche                                 Cayenne                                         15
2006 Porsche                                 Cayenne                                         15
2006 Porsche                                 Cayenne S                                       14
2006 Porsche                                 Cayenne Turbo                                   14
2006 Saab                                    9-7X AWD                                        16
2006 Saab                                    9-7X AWD                                        16
2006 Saturn                                  Vue AWD                                         19
2006 Subaru                                  B9 Tribeca AWD                                  18
2006 Subaru                                  Baja AWD                                        19
2006 Subaru                                  Baja AWD                                        18
2006 Subaru                                  Forester AWD                                    20
2006 Subaru                                  Forester AWD                                    20
2006 Subaru                                  Outback AWD                                     20
2006 Subaru                                  Outback Wagon AWD                               19
2006 Subaru                                  Outback Wagon AWD                               19
2006 Subaru                                  Outback Wagon AWD                               20
2006 Suzuki                                  Grand Vitara AWD                                19
2006 Suzuki                                  Grand Vitara AWD                                18
2006 Suzuki                                  Grand Vitara XL7 4WD                            17
2006 Suzuki                                  Grand Vitara XL7 4WD                            17
2006 Toyota                                  4Runner 4WD                                     17
2006 Toyota                                  4Runner 4WD                                     16
2006 Toyota                                  Highlander 4WD                                  20
2006 Toyota                                  Highlander 4WD                                  19
2006 Toyota                                  Land Cruiser Wagon 4WD                          13
2006 Toyota                                  Sequoia 4WD                                     14
2006 Volkswagen                              Touareg                                         16
2006 Volkswagen                              Touareg                                         14
2006 Volvo                                   XC70 AWD                                        19
2006 Volvo                                   XC90 AWD                                        17
2006 Volvo                                   XC90 AWD                                        15
2006 Dodge                                   Caravan/Grand Caravan 2WD                       20
2006 Ford                                    Crown Victoria                                  18
2006 Ford                                    Taurus                                          20
2006 Mercury                                 Grand Marquis                                   18
2006 Lincoln                                 Town Car                                        18
2006 Chevrolet                               Avalanche 1500 2WD                              14
2006 GMC                                     Sierra 1500 2WD                                 16
2006 Chevrolet                               Silverado 1500 2WD                              16
2006 Chevrolet                               Suburban 1500 2WD                               14
2006 Chevrolet                               Tahoe 1500 2WD                                  16
2006 GMC                                     Yukon 1500 2WD                                  16
2006 GMC                                     Yukon XL 1500 2WD                               14
1986 Oldsmobile                              Firenza Cruiser                                 19
2006 Dodge                                   Durango 2WD                                     12
2006 Dodge                                   Durango 4WD                                     12
2006 Chevrolet                               Avalanche 1500 4WD                              14
2006 GMC                                     Sierra 1500 4WD                                 15
2006 Chevrolet                               Silverado 1500 4WD                              15
2006 Chevrolet                               Suburban 1500 4WD                               14
2006 Chevrolet                               Tahoe 1500 4WD                                  14
2006 GMC                                     Yukon 1500 4WD                                  14
2006 GMC                                     Yukon XL 1500 4WD                               14
2006 Dodge                                   Ram 1500 Pickup 2WD                             12
1986 Oldsmobile                              Firenza Cruiser                                 19
2006 Dodge                                   Ram 1500 Pickup 4WD                             12
2006 Nissan                                  Titan 2WD                                       14
2006 Nissan                                  Titan 4WD                                       14
2006 Cadillac                                STS-V                                           14
2006 Saab                                    5-Sep                                           20
2006 Saab                                    9-5 SportCombi                                  20
2006 Jeep                                    Grand Cherokee 4WD                              12
2006 Chevrolet                               Colorado Cab Chassis inc 2WD                    17
2006 GMC                                     Canyon Cab Chassis Inc 2WD                      17
2006 Ford                                    GT 2WD                                          14
2006 Aston Martin                            V8 Vantage                                      14
2006 Bugatti                                 Veyron                                          10
2006 BMW                                     Z4 M Coupe                                      17
2006 BMW                                     Z4 M Roadster                                   17
2006 Cadillac                                XLR-V                                           16
2006 Ferrari                                 F141                                            11
2006 Ferrari                                 F141                                            11
2006 Maybach                                 57S                                             12
2006 Ford                                    F150 Pickup 2WD FFV                             14
2006 Ford                                    F150 Pickup 4WD FFV                             14
2006 Infiniti                                FX35 RWD                                        18
2006 Infiniti                                FX35 AWD                                        17
2006 Infiniti                                FX45 AWD                                        15
2006 Spyker                                  C8 Spyder                                       15
2006 Spyker                                  C8 Spyder Wide Body                             15
2006 Spyker                                  C8 Laviolette                                   15
2006 BMW                                     M6                                              13
2006 Infiniti                                Q45                                             18
2006 Infiniti                                Q45 Sport                                       18
1986 Renault                                 18i Sportwagon                                  19
2006 Volkswagen                              Touareg                                         17
2007 Lamborghini                             L-147/148 Murcielago                            10
2007 Lamborghini                             L-147/148 Murcielago                            11
2007 Mercedes-Benz                           SL55 AMG                                        14
2007 Mercedes-Benz                           SL550                                           16
2007 Mercedes-Benz                           SL600                                           14
2007 Mercedes-Benz                           SL65 AMG                                        14
2007 Jaguar                                  XK                                              19
2007 Jaguar                                  XK Convertible                                  19
2007 Mitsubishi                              Eclipse Spyder                                  18
2007 Mitsubishi                              Eclipse Spyder                                  19
2007 Mitsubishi                              Eclipse                                         19
2007 Mitsubishi                              Eclipse                                         20
2007 Subaru                                  Impreza AWD                                     20
2007 BMW                                     525xi                                           20
2007 BMW                                     525xi                                           20
2007 BMW                                     530i                                            20
2007 BMW                                     530xi                                           20
2007 BMW                                     530xi                                           20
2007 BMW                                     550i                                            18
2007 BMW                                     550i                                            18
2007 BMW                                     550i                                            16
1986 Volkswagen                              Quantum Syncro Wagon                            17
2007 Volkswagen                              Passat                                          20
2007 Volkswagen                              Passat 4motion                                  19
1986 Volkswagen                              Quantum Wagon                                   18
2007 Ford                                    Five Hundred AWD                                19
1986 Volkswagen                              Quantum Wagon                                   19
1986 Audi                                    5000 CS quattro Wagon                           18
2007 Mercury                                 Montego AWD                                     19
2007 Mercedes-Benz                           S550                                            17
2007 Mercedes-Benz                           S600                                            13
1986 Audi                                    5000S Wagon                                     17
2007 Subaru                                  Impreza Wagon/Outback SPT AWD                   20
2007 BMW                                     530xi Sport Wagon                               20
1986 Audi                                    5000S Wagon                                     19
2007 BMW                                     530xi Sport Wagon                               20
2007 Volkswagen                              Passat Wagon                                    20
2007 Volkswagen                              Passat Wagon 4motion                            19
2007 Chevrolet                               Silverado Classic 1500 2WD                      16
2007 Chevrolet                               Silverado Classic 1500 2WD                      17
2007 Chevrolet                               Silverado Classic 1500 2WD                      17
2007 Chevrolet                               Silverado Classic 1500 2WD                      16
2007 Chevrolet                               Silverado Classic 1500 2WD                      15
2007 Chevrolet                               Silverado Classic 15 Hybrid 2WD                 17
2007 Ford                                    Explorer Sport Trac 2WD                         15
2007 Ford                                    Explorer Sport Trac 2WD                         16
2007 Ford                                    Ranger Pickup 2WD                               17
2007 Ford                                    Ranger Pickup 2WD                               18
1986 Buick                                   Century Wagon                                   19
2007 Ford                                    Ranger Pickup 2WD                               17
2007 Ford                                    Ranger Pickup 2WD                               17
2007 GMC                                     Sierra Classic 1500 2WD                         16
2007 GMC                                     Sierra Classic 1500 2WD                         17
2007 GMC                                     Sierra Classic 1500 2WD                         17
2007 GMC                                     Sierra Classic 1500 2WD                         16
2007 GMC                                     Sierra Classic 1500 2WD                         15
2007 GMC                                     Sierra Classic 15 Hybrid 2WD                    17
1986 Buick                                   Century Wagon                                   19
2007 Mazda                                   B3000                                           17
2007 Mazda                                   B3000                                           18
2007 Mazda                                   B4000 2WD                                       17
2007 Chevrolet                               Silverado Classic 1500 4WD                      15
2007 Chevrolet                               Silverado Classic 1500 4WD                      16
2007 Chevrolet                               Silverado Classic 1500 4WD                      15
2007 Chevrolet                               Silverado Classic 1500 4WD                      15
2007 Chevrolet                               Silverado Classic 1500 4WD                      14
2007 Chevrolet                               Silverado Classic 15 Hybrid 4WD                 16
2007 Ford                                    Explorer Sport Trac 4WD                         15
1986 Buick                                   Century Wagon                                   20
2007 Ford                                    Explorer Sport Trac 4WD                         15
2007 Ford                                    Ranger Pickup 4WD                               16
2007 Ford                                    Ranger Pickup 4WD                               17
2007 Ford                                    Ranger Pickup 4WD                               15
2007 Ford                                    Ranger Pickup 4WD                               16
2007 GMC                                     Sierra Classic 1500 4WD                         15
2007 GMC                                     Sierra Classic 1500 4WD                         15
2007 GMC                                     Sierra Classic 1500 4WD                         15
2007 GMC                                     Sierra Classic 1500 4WD                         15
2007 GMC                                     Sierra Classic 1500 4WD                         14
2007 GMC                                     Sierra Classic 1500 AWD                         14
2007 GMC                                     Sierra Classic 15 Hybrid 4WD                    16
2007 Mazda                                   B4000 4WD                                       15
2007 Mazda                                   B4000 4WD                                       16
2007 Chevrolet                               Van 1500/2500 2WD                               15
2007 Chevrolet                               Van 1500/2500 2WD                               15
2007 Chevrolet                               Van 1500/2500 AWD                               14
2007 GMC                                     Savana 1500/2500 2WD (cargo)                    15
2007 GMC                                     Savana 1500/2500 2WD (cargo)                    15
2007 GMC                                     Savana 1500/2500 AWD (cargo)                    14
2007 Chevrolet                               Avalanche 1500 2WD                              16
2007 Chevrolet                               Tahoe 1500 2WD                                  17
2007 Chevrolet                               TrailBlazer 2WD                                 16
2007 Chevrolet                               TrailBlazer 2WD                                 15
2007 GMC                                     Yukon XL 1500 2WD                               16
2007 Buick                                   Rainier AWD                                     16
1986 Chevrolet                               Celebrity Wagon                                 19
2007 Ford                                    Freestar Cargo Van FWD                          18
2007 Ford                                    Freestar Cargo Van FWD                          17
2007 Ford                                    Freestar Wagon FWD                              18
2007 Ford                                    Freestar Wagon FWD                              17
2007 Kia                                     Sedona                                          18
2007 Mercury                                 Monterey Wagon FWD                              17
2007 Nissan                                  Quest                                           19
2007 Buick                                   Rainier 2WD                                     16
1986 Chevrolet                               Celebrity Wagon                                 19
2007 Chevrolet                               Suburban 1500 2WD                               16
2007 Ford                                    Escape FWD                                      20
1986 Chevrolet                               Celebrity Wagon                                 18
2007 Ford                                    Freestyle FWD                                   20
2007 GMC                                     Yukon 1500 2WD                                  17
2007 GMC                                     Envoy 2WD                                       16
2007 Hyundai                                 Santa Fe 2WD                                    20
2007 Hyundai                                 Santa Fe 2WD                                    19
1986 Chevrolet                               Celebrity Wagon                                 19
2007 Isuzu                                   Ascender 5-passenger 2WD                        16
2007 Lexus                                   RX 350 2WD                                      20
2007 Lexus                                   RX 350 2WD                                      20
2007 Mazda                                   CX-7 2WD                                        19
2007 Mercury                                 Mariner FWD                                     20
1986 Chrysler                                Town and Country Wagon                          19
2007 Toyota                                  FJ Cruiser 2WD                                  18
2007 Audi                                    Q7                                              14
2007 Cadillac                                Escalade AWD                                    14
2007 Chevrolet                               TrailBlazer 4WD                                 16
2007 Chevrolet                               TrailBlazer AWD                                 14
2007 Ford                                    Escape 4WD                                      20
2007 Ford                                    Escape 4WD                                      19
1985 Mazda                                   RX-7                                            17
1986 Nissan                                  Stanza Wagon 2WD                                20
2007 Ford                                    Freestyle AWD                                   19
2007 GMC                                     Envoy 4WD                                       16
2007 GMC                                     Yukon Denali 1500 AWD                           14
2007 Hyundai                                 Santa Fe 4WD                                    19
2007 Hyundai                                 Santa Fe 4WD                                    19
2007 Hyundai                                 Santa Fe 4WD                                    19
2007 Isuzu                                   Ascender 5-passenger 4WD                        16
2007 Lexus                                   RX 350 4WD                                      19
2007 Lexus                                   RX 350 4WD                                      19
2007 Mazda                                   CX-7 4WD                                        18
2007 Mercedes-Benz                           GL450 4matic                                    15
2007 Mercury                                 Mariner 4WD                                     20
2007 Mercury                                 Mariner 4WD                                     19
2007 Saab                                    9-7X AWD                                        16
2007 Subaru                                  B9 Tribeca AWD                                  18
2007 Subaru                                  Forester AWD                                    20
2007 Subaru                                  Outback AWD                                     20
2007 Subaru                                  Outback Wagon AWD                               20
2007 Toyota                                  FJ Cruiser 4WD                                  17
2007 Toyota                                  FJ Cruiser 4WD                                  16
2007 Volkswagen                              Touareg                                         16
2007 Chevrolet                               Avalanche 1500 2WD                              16
2007 GMC                                     Sierra Classic 1500 2WD                         16
2007 Chevrolet                               Silverado Classic 1500 2WD                      16
2007 Chevrolet                               Suburban 1500 2WD                               16
2007 Chevrolet                               Tahoe 1500 2WD                                  16
2007 GMC                                     Yukon 1500 2WD                                  16
2007 GMC                                     Yukon XL 1500 2WD                               16
2007 Chevrolet                               Avalanche 1500 4WD                              16
2007 GMC                                     Sierra Classic 1500 4WD                         15
2007 Chevrolet                               Silverado Classic 1500 4WD                      15
2007 Chevrolet                               Suburban 1500 4WD                               16
2007 Chevrolet                               Tahoe 1500 4WD                                  16
2007 GMC                                     Yukon 1500 4WD                                  16
1986 Ford                                    LTD Wagon                                       18
2007 GMC                                     Yukon XL 1500 4WD                               16
2007 GMC                                     Savana 1500/2500 2WD (cargo)                    16
2007 Chevrolet                               Van 1500/2500 2WD                               16
2007 Cadillac                                XLR-V                                           16
2007 Cadillac                                XLR                                             18
2007 Chevrolet                               Corvette                                        18
2007 Lamborghini                             Gallardo Coupe                                  13
2007 Lamborghini                             Gallardo Coupe                                  13
2007 Lamborghini                             Gallardo Coupe SL                               13
2007 Lamborghini                             Gallardo Coupe SL                               14
2007 Lamborghini                             Gallardo Spyder                                 12
2007 Lamborghini                             Gallardo Spyder                                 12
1986 Ford                                    Taurus Wagon                                    20
2007 Mercedes-Benz                           SLK280                                          20
2007 Mercedes-Benz                           SLK280                                          20
2007 Mercedes-Benz                           SLK350                                          19
2007 Mercedes-Benz                           SLK350                                          19
2007 Mercedes-Benz                           SLK55 AMG                                       16
1986 Ford                                    Taurus Wagon                                    19
1986 Mercury                                 Marquis Wagon                                   18
2007 Porsche                                 Carrera 2 Cabriolet                             20
2007 Porsche                                 Carrera 2 Cabriolet                             19
2007 Porsche                                 Carrera 2 Coupe                                 20
2007 Porsche                                 Carrera 2 Coupe                                 19
1986 Mercury                                 Sable Wagon                                     20
2007 Porsche                                 Carrera 2 S Cabriolet                           20
2007 Porsche                                 Carrera 2 S Cabriolet                           19
2007 Porsche                                 Carrera 2 S Coupe                               20
2007 Porsche                                 Carrera 2 S Coupe                               19
2007 Porsche                                 Carrera 4 Cabriolet                             19
2007 Porsche                                 Carrera 4 Cabriolet                             19
2007 Porsche                                 Carrera 4 Coupe                                 19
2007 Porsche                                 Carrera 4 Coupe                                 19
2007 Porsche                                 Carrera 4 S Cabriolet                           19
2007 Porsche                                 Carrera 4 S Cabriolet                           18
1986 Mercury                                 Sable Wagon                                     19
2007 Porsche                                 Carrera 4 S Coupe                               19
2007 Porsche                                 Carrera 4 S Coupe                               18
2007 Porsche                                 Carrera 4 S Targa                               19
2007 Porsche                                 Carrera 4 S Targa                               18
2007 Porsche                                 Carrera 4 Targa                                 19
2007 Porsche                                 Carrera 4 Targa                                 19
2007 Porsche                                 Turbo 4 911 Turbo                               18
2007 Porsche                                 Turbo 4 911 Turbo                               18
2007 Audi                                    A4 Cabriolet quattro                            20
2007 Audi                                    S4 Cabriolet                                    15
2007 Audi                                    S4 Cabriolet                                    16
2007 Bentley                                 Continental GTC                                 13
1986 Oldsmobile                              Cutlass Cruiser                                 19
2007 Ford                                    Mustang                                         19
2007 Ford                                    Mustang                                         20
2007 Ford                                    Mustang                                         18
2007 Ford                                    Mustang                                         18
2007 Ford                                    Mustang                                         16
2007 Mazda                                   RX-8                                            18
2007 Mazda                                   RX-8                                            19
1986 Oldsmobile                              Cutlass Cruiser                                 19
2007 Mercedes-Benz                           CLK350                                          20
2007 Mercedes-Benz                           CLK350 (Cabriolet)                              20
2007 Mercedes-Benz                           CLK550                                          17
2007 Mercedes-Benz                           CLK550 (Cabriolet)                              17
2007 Mercedes-Benz                           CLK63 AMG (Cabriolet)                           14
2007 Roush Performance                       Stage 3 Mustang                                 16
1986 Oldsmobile                              Cutlass Cruiser                                 18
2007 Roush Performance                       Stage 3 Mustang Coupe                           17
2007 Subaru                                  Impreza AWD                                     19
1986 Oldsmobile                              Cutlass Cruiser                                 19
2007 Audi                                    A4 quattro                                      19
2007 Audi                                    A4 quattro                                      20
2007 Audi                                    RS4                                             15
1986 Peugeot                                 505 Station Wagon                               19
2007 Audi                                    S4                                              15
2007 Audi                                    S4                                              16
2007 Bentley                                 Continental GT                                  13
2007 Jaguar                                  X-Type                                          18
1986 Peugeot                                 505 Station Wagon                               19
2007 Mercedes-Benz                           C280 4matic                                     20
2007 Mercedes-Benz                           C350                                            20
2007 Mercedes-Benz                           C350 4matic                                     19
1986 Peugeot                                 505 Station Wagon                               18
2007 Mercedes-Benz                           CLS550                                          16
2007 Mercedes-Benz                           CLS63 AMG                                       14
2007 Pontiac                                 G6                                              19
